start,end,type,distance,car
2016-10-14T06:03:50.172507+00:00,2016-10-14T06:31:12.571269+00:00,starting,6,BV05460
2016-10-14T06:24:11.089053+00:00,2016-10-14T06:37:54.594443+00:00,starting,2,BV05509
2016-10-14T06:53:52.646234+00:00,2016-10-14T07:01:18.609008+00:00,ending,1,BV05164
2016-10-14T07:26:09.209122+00:00,2016-10-14T07:32:43.175696+00:00,ending,1,BV02291
2016-10-14T07:27:43.176685+00:00,2016-10-14T07:36:39.997843+00:00,starting,2,BV05164
2016-10-14T07:31:20.941186+00:00,2016-10-14T08:15:19.380638+00:00,ending,8,V0041
2016-10-14T07:39:17.876392+00:00,2016-10-14T08:03:44.294020+00:00,ending,6,BC02360
2016-10-14T07:49:34.409543+00:00,2016-10-14T08:09:10.315949+00:00,starting,5,BV02291
2016-10-14T08:38:25.161969+00:00,2016-10-14T08:54:27.676518+00:00,starting,4,V0041
2016-10-14T09:23:34.008370+00:00,2016-10-14T12:13:55.746074+00:00,starting,66,BC02360
2016-10-14T10:26:38.998812+00:00,2016-10-14T10:50:24.990550+00:00,ending,4,1516
2016-10-14T11:12:46.126194+00:00,2016-10-14T11:21:30.700559+00:00,starting,3,1516
2016-10-14T11:39:00.260507+00:00,2016-10-14T12:28:14.016104+00:00,ending,20,812
2016-10-14T11:41:53.532545+00:00,2016-10-14T12:10:52.978093+00:00,ending,8,V1064
2016-10-14T12:18:51.679650+00:00,2016-10-14T15:40:13.039231+00:00,ending,36,V1064
2016-10-14T12:18:51.679650+00:00,2016-10-14T15:40:13.039231+00:00,starting,36,V1064
2016-10-14T12:29:26.177146+00:00,2016-10-14T12:54:24.604305+00:00,ending,6,V0109
2016-10-14T12:45:09.190317+00:00,2016-10-14T13:04:47.094746+00:00,starting,5,812
2016-10-14T12:45:16.817955+00:00,2016-10-14T13:15:20.279220+00:00,ending,6,BV02756
2016-10-14T12:56:40.973281+00:00,2016-10-14T13:05:49.258299+00:00,ending,2,V0399
2016-10-14T13:05:12.131605+00:00,2016-10-14T13:29:09.055335+00:00,ending,9,463
2016-10-14T13:08:14.181167+00:00,2016-10-14T13:36:35.205800+00:00,ending,4,BV01526
2016-10-14T13:47:05.012333+00:00,2016-10-14T14:16:51.953565+00:00,ending,6,V1315
2016-10-14T13:49:03.695009+00:00,2016-10-14T14:16:14.815775+00:00,starting,7,V0109
2016-10-14T13:54:26.731347+00:00,2016-10-14T14:18:01.950445+00:00,ending,4,C1819
2016-10-14T14:02:49.542963+00:00,2016-10-14T15:01:10.424746+00:00,ending,11,V0115
2016-10-14T14:19:18.129679+00:00,2016-10-14T14:46:00+00:00,starting,5,C1819
2016-10-14T14:56:03.878427+00:00,2016-10-14T18:11:09.882183+00:00,ending,17,V1315
2016-10-14T14:56:03.878427+00:00,2016-10-14T18:11:09.882183+00:00,starting,17,V1315
2016-10-14T15:06:17.409701+00:00,2016-10-14T15:21:37.747513+00:00,starting,2,BV02756
2016-10-14T15:27:39.063168+00:00,2016-10-14T16:02:53.064143+00:00,ending,10,BV05157
2016-10-14T15:43:01.980436+00:00,2016-10-14T16:37:35.099449+00:00,starting,10,V0115
2016-10-14T16:14:48.189313+00:00,2016-10-14T17:16:04.730252+00:00,starting,11,V0399
2016-10-14T16:22:02.482221+00:00,2016-10-14T16:50:25.079363+00:00,ending,5,945
2016-10-14T16:27:13.505418+00:00,2016-10-14T16:44:33.141984+00:00,starting,4,BV05157
2016-10-14T16:27:31.274644+00:00,2016-10-14T17:33:06.454845+00:00,starting,12,463
2016-10-14T16:36:42.269546+00:00,2016-10-14T18:29:09.959574+00:00,ending,16,BV01431
2016-10-14T16:46:49.327364+00:00,2016-10-14T17:12:54.616568+00:00,starting,4,BV01526
2016-10-14T16:53:44.384511+00:00,2016-10-14T17:59:32.411216+00:00,ending,6,V1064
2016-10-14T16:53:44.384511+00:00,2016-10-14T17:59:32.411216+00:00,starting,6,V1064
2016-10-14T17:00:29.730731+00:00,2016-10-14T17:17:12.423008+00:00,ending,3,C1764
2016-10-14T17:01:05.190649+00:00,2016-10-14T17:37:21.239644+00:00,ending,4,246
2016-10-14T17:19:34.886650+00:00,2016-10-14T17:50:07.060213+00:00,ending,6,1115
2016-10-14T17:20:33.059445+00:00,2016-10-14T18:00:51.522372+00:00,starting,5,945
2016-10-14T18:03:59.544532+00:00,2016-10-14T18:26:12.770369+00:00,starting,4,V1064
2016-10-14T18:04:18.300756+00:00,2016-10-14T18:43:35.946707+00:00,ending,10,C1709
2016-10-14T18:15:28.262522+00:00,2016-10-14T18:29:44.057445+00:00,starting,3,V1315
2016-10-14T18:23:23.619849+00:00,2016-10-14T19:15:50.640432+00:00,ending,17,846
2016-10-14T18:35:23.777498+00:00,2016-10-14T19:14:28.606395+00:00,ending,7,V0652
2016-10-14T18:52:34.920252+00:00,2016-10-14T19:44:50.451583+00:00,starting,10,C1709
2016-10-14T18:54:46.260933+00:00,2016-10-14T19:09:35.316215+00:00,starting,4,1115
2016-10-14T19:18:00.267070+00:00,2016-10-14T19:40:14.288240+00:00,ending,6,1305
2016-10-14T19:53:21.490053+00:00,2016-10-14T20:17:03.458295+00:00,ending,7,508
2016-10-14T20:03:43.219255+00:00,2016-10-14T20:11:58.684547+00:00,starting,1,846
2016-10-14T21:30:24.147163+00:00,2016-10-14T22:14:17.251245+00:00,starting,3,508
2016-10-14T21:38:45.008164+00:00,2016-10-14T22:03:10.537429+00:00,ending,7,BC02304
2016-10-14T21:55:53.135718+00:00,2016-10-14T22:26:18.416143+00:00,starting,10,BV01431
2016-10-14T22:08:36.626369+00:00,2016-10-14T22:35:06.613028+00:00,ending,19,V0750
2016-10-14T23:28:15.659279+00:00,2016-10-14T23:53:00+00:00,starting,15,V0750
2016-10-14T23:34:03.817800+00:00,2016-10-14T23:55:07.020451+00:00,ending,11,591
2016-10-15T05:59:04.796535+00:00,2016-10-15T06:18:59.788700+00:00,starting,4,591
2016-10-15T06:40:28.208743+00:00,2016-10-15T06:51:50.928778+00:00,ending,3,158
2016-10-15T07:40:48.270889+00:00,2016-10-15T08:03:02.227105+00:00,starting,7,V0652
2016-10-15T07:48:13.957325+00:00,2016-10-15T08:43:18.294201+00:00,starting,17,BC02304
2016-10-15T07:48:51.200909+00:00,2016-10-15T08:05:17.934782+00:00,ending,5,UV05539
2016-10-15T07:50:22.531307+00:00,2016-10-15T08:08:35.049570+00:00,starting,5,1305
2016-10-15T08:28:13.698312+00:00,2016-10-15T09:14:00.906153+00:00,ending,19,BV05286
2016-10-15T08:42:27.060265+00:00,2016-10-15T09:00:21.588750+00:00,starting,5,C1764
2016-10-15T09:02:27.656480+00:00,2016-10-15T09:31:34.290667+00:00,starting,6,246
2016-10-15T09:11:16.577699+00:00,2016-10-15T09:34:52.208023+00:00,starting,3,158
2016-10-15T09:30:38.567797+00:00,2016-10-15T10:02:47.652218+00:00,starting,7,UV05539
2016-10-15T09:33:38.241746+00:00,2016-10-15T09:54:03.680083+00:00,starting,6,BV05286
2016-10-15T09:41:58.237033+00:00,2016-10-15T10:47:29.519702+00:00,ending,37,BV05653
2016-10-15T09:44:43.361839+00:00,2016-10-15T10:01:57.020338+00:00,ending,4,1096
2016-10-15T09:44:50.081661+00:00,2016-10-15T10:05:59.009382+00:00,ending,6,1273
2016-10-15T10:11:21.970791+00:00,2016-10-15T10:26:47.040742+00:00,starting,3,1096
2016-10-15T10:13:15.511539+00:00,2016-10-15T10:39:28.534304+00:00,ending,7,C2041
2016-10-15T10:23:28.232193+00:00,2016-10-15T10:52:01.837084+00:00,ending,5,V0141
2016-10-15T10:27:11.351336+00:00,2016-10-15T10:44:31.902558+00:00,starting,4,1273
2016-10-15T10:40:00.819232+00:00,2016-10-15T11:14:15.231504+00:00,ending,7,BV01848
2016-10-15T10:50:01.204488+00:00,2016-10-15T11:46:40.766334+00:00,ending,20,V0118
2016-10-15T10:51:10.335866+00:00,2016-10-15T11:20:50.211002+00:00,ending,5,C2041
2016-10-15T10:51:10.335866+00:00,2016-10-15T11:20:50.211002+00:00,starting,5,C2041
2016-10-15T11:05:52.484051+00:00,2016-10-15T11:35:10.721594+00:00,starting,13,BV05653
2016-10-15T11:26:14.974492+00:00,2016-10-15T11:41:53.788753+00:00,ending,4,V0810
2016-10-15T11:40:12.117024+00:00,2016-10-15T11:56:23.107244+00:00,ending,5,UV01175
2016-10-15T12:10:26.055826+00:00,2016-10-15T12:31:15.644295+00:00,starting,6,V0141
2016-10-15T12:12:22.678907+00:00,2016-10-15T12:31:51.811658+00:00,starting,4,BV01848
2016-10-15T12:13:39.167797+00:00,2016-10-15T14:01:11.527723+00:00,starting,9,UV01175
2016-10-15T12:16:11.325054+00:00,2016-10-15T12:51:55.137678+00:00,starting,8,V0810
2016-10-15T12:19:20.941367+00:00,2016-10-15T12:37:56.887538+00:00,starting,4,V0118
2016-10-15T12:38:48.362418+00:00,2016-10-15T14:40:10.838863+00:00,ending,33,C2041
2016-10-15T12:38:48.362418+00:00,2016-10-15T14:40:10.838863+00:00,starting,33,C2041
2016-10-15T12:58:32.910796+00:00,2016-10-15T13:35:43.035909+00:00,ending,17,BC02246
2016-10-15T13:03:19.285237+00:00,2016-10-15T13:16:31.443041+00:00,ending,3,1441
2016-10-15T13:17:35.915945+00:00,2016-10-15T13:36:50.477271+00:00,starting,3,1441
2016-10-15T13:36:11.529230+00:00,2016-10-15T14:10:45.211856+00:00,ending,8,598
2016-10-15T14:19:37.970648+00:00,2016-10-15T15:03:22.890236+00:00,starting,9,BC02246
2016-10-15T14:21:15.076207+00:00,2016-10-15T15:10:26.891516+00:00,ending,13,V0681
2016-10-15T14:33:29.281844+00:00,2016-10-15T15:15:32.371402+00:00,ending,12,BV01497
2016-10-15T14:37:25.487681+00:00,2016-10-15T15:39:18.479501+00:00,ending,7,V0968
2016-10-15T14:42:50.299547+00:00,2016-10-15T15:13:53.235456+00:00,ending,4,BV01443
2016-10-15T14:58:10.778716+00:00,2016-10-15T15:23:39.000011+00:00,ending,7,C1708
2016-10-15T15:00:23.712437+00:00,2016-10-15T17:06:43.417032+00:00,starting,18,C2041
2016-10-15T15:07:06.977080+00:00,2016-10-15T15:38:01.134797+00:00,starting,5,598
2016-10-15T15:16:06.950806+00:00,2016-10-15T16:39:30.023838+00:00,starting,15,V0681
2016-10-15T15:36:25.346611+00:00,2016-10-15T16:55:09.735376+00:00,starting,15,BV01443
2016-10-15T15:44:06.666443+00:00,2016-10-15T16:48:00+00:00,starting,14,BV01497
2016-10-15T15:59:46.176547+00:00,2016-10-15T16:29:00+00:00,starting,8,C1708
2016-10-15T16:29:31.041915+00:00,2016-10-15T16:56:28.996001+00:00,starting,4,V0968
2016-10-15T16:47:16.257718+00:00,2016-10-15T17:05:02.964039+00:00,ending,2,BC02340
2016-10-15T17:04:41.426913+00:00,2016-10-15T17:30:01.659856+00:00,ending,6,V0580
2016-10-15T17:14:41.835149+00:00,2016-10-15T17:44:57.905596+00:00,ending,9,1218
2016-10-15T17:24:57.817016+00:00,2016-10-15T17:38:49.476408+00:00,starting,3,BC02340
2016-10-15T17:54:14.370354+00:00,2016-10-15T18:49:04.772522+00:00,starting,13,V0580
2016-10-15T17:59:57.175479+00:00,2016-10-15T18:09:41.934170+00:00,ending,1,V0172
2016-10-15T18:05:22.154796+00:00,2016-10-15T18:25:46.197301+00:00,starting,3,1218
2016-10-15T18:07:06.130351+00:00,2016-10-15T18:20:14.951478+00:00,ending,3,BC02104
2016-10-15T18:17:47.449202+00:00,2016-10-15T18:58:07.113587+00:00,starting,12,V0172
2016-10-15T18:20:27.384136+00:00,2016-10-15T18:45:24.188033+00:00,ending,4,812
2016-10-15T18:38:21.887666+00:00,2016-10-15T19:16:28.172378+00:00,starting,11,BC02104
2016-10-15T19:09:26.831054+00:00,2016-10-15T19:43:55.031525+00:00,ending,20,863
2016-10-15T19:17:15.523805+00:00,2016-10-15T19:47:22.498117+00:00,starting,6,812
2016-10-15T19:54:29.064739+00:00,2016-10-15T20:11:47.774450+00:00,ending,12,1169
2016-10-15T19:56:08.872402+00:00,2016-10-15T20:10:43.686273+00:00,ending,3,286
2016-10-15T20:10:41.599381+00:00,2016-10-15T20:25:37.085778+00:00,ending,4,802
2016-10-15T20:18:52.367131+00:00,2016-10-15T20:38:08.953638+00:00,ending,3,V0869
2016-10-15T20:29:21.004670+00:00,2016-10-15T20:46:57.641948+00:00,starting,8,863
2016-10-15T21:01:16.136029+00:00,2016-10-15T21:23:57.024813+00:00,ending,5,1278
2016-10-15T21:01:39.374948+00:00,2016-10-15T21:23:04.001549+00:00,starting,10,1169
2016-10-15T21:37:20.386947+00:00,2016-10-15T21:57:50.733372+00:00,starting,5,1278
2016-10-15T21:50:26.941643+00:00,2016-10-15T22:12:24.502983+00:00,ending,11,1405
2016-10-15T21:50:37.835769+00:00,2016-10-15T22:29:56.035174+00:00,ending,11,BC02330
2016-10-15T22:05:28.656647+00:00,2016-10-15T22:42:02.563743+00:00,ending,20,BV01520
2016-10-15T22:22:21.252648+00:00,2016-10-15T22:42:30.933890+00:00,starting,6,V0869
2016-10-15T23:02:19.050435+00:00,2016-10-15T23:19:17.574937+00:00,ending,3,C2064
2016-10-16T00:36:52.115358+00:00,2016-10-16T01:09:42.447558+00:00,starting,12,C2064
2016-10-16T02:54:40.483278+00:00,2016-10-16T03:20:22.798776+00:00,ending,9,V1040
2016-10-16T04:16:24.208586+00:00,2016-10-16T08:57:29.340392+00:00,ending,10,C2082
2016-10-16T06:02:45.613798+00:00,2016-10-16T06:12:38.818374+00:00,starting,3,802
2016-10-16T07:15:50.434578+00:00,2016-10-16T07:35:32.852276+00:00,ending,4,V1040
2016-10-16T07:15:50.434578+00:00,2016-10-16T07:35:32.852276+00:00,starting,4,V1040
2016-10-16T07:55:47.051877+00:00,2016-10-16T08:13:53.133295+00:00,ending,7,V0207
2016-10-16T08:07:33.385396+00:00,2016-10-16T08:38:15.412393+00:00,starting,8,BC02330
2016-10-16T08:34:19.877708+00:00,2016-10-16T08:47:01.243004+00:00,ending,3,BV05565
2016-10-16T08:35:05.451652+00:00,2016-10-16T09:19:25.559250+00:00,starting,10,V0207
2016-10-16T09:11:51.327442+00:00,2016-10-16T09:45:15.387442+00:00,ending,17,V0798
2016-10-16T09:17:36.363146+00:00,2016-10-16T12:02:33.417192+00:00,ending,4,BV05565
2016-10-16T09:17:36.363146+00:00,2016-10-16T12:02:33.417192+00:00,starting,4,BV05565
2016-10-16T10:13:01.464538+00:00,2016-10-16T10:43:44.563197+00:00,ending,10,BC02307
2016-10-16T10:36:50.466472+00:00,2016-10-16T10:55:40.089995+00:00,starting,4,V0798
2016-10-16T10:37:05.266188+00:00,2016-10-16T11:27:00.604201+00:00,ending,11,BV01558
2016-10-16T10:37:16.523866+00:00,2016-10-16T11:46:10.548803+00:00,starting,13,C2082
2016-10-16T10:50:56.922968+00:00,2016-10-16T11:23:43.476937+00:00,starting,14,BC02307
2016-10-16T10:51:21.662302+00:00,2016-10-16T11:10:25.728242+00:00,ending,5,C1724
2016-10-16T10:58:33.680338+00:00,2016-10-16T11:18:00+00:00,starting,5,286
2016-10-16T11:39:06.253519+00:00,2016-10-16T13:11:24.213625+00:00,ending,47,V1060
2016-10-16T11:45:32.555861+00:00,2016-10-16T12:00:41.350519+00:00,ending,3,BC02380
2016-10-16T11:58:59.410158+00:00,2016-10-16T12:29:16.251664+00:00,starting,8,BV01558
2016-10-16T12:16:51.439872+00:00,2016-10-16T12:46:43.137195+00:00,ending,4,532
2016-10-16T12:38:32.319257+00:00,2016-10-16T12:58:07.823254+00:00,starting,8,BV01520
2016-10-16T12:39:35.876067+00:00,2016-10-16T15:14:53.601038+00:00,ending,28,BV05565
2016-10-16T12:39:35.876067+00:00,2016-10-16T15:14:53.601038+00:00,starting,28,BV05565
2016-10-16T12:50:58.565318+00:00,2016-10-16T13:41:17.069512+00:00,starting,11,1405
2016-10-16T13:11:54.566163+00:00,2016-10-16T13:41:50.677604+00:00,starting,6,532
2016-10-16T13:17:28.475585+00:00,2016-10-16T13:46:01.198072+00:00,ending,8,1459
2016-10-16T13:29:29.590937+00:00,2016-10-16T13:51:36.551101+00:00,starting,4,V1040
2016-10-16T13:34:57.114781+00:00,2016-10-16T13:52:51.100532+00:00,starting,4,BC02380
2016-10-16T13:38:05.917324+00:00,2016-10-16T14:24:59.602207+00:00,starting,10,C1724
2016-10-16T13:46:06.982707+00:00,2016-10-16T14:09:37.060359+00:00,ending,6,1010
2016-10-16T13:51:33.718000+00:00,2016-10-16T14:29:08.472270+00:00,ending,16,V1017
2016-10-16T13:52:48.281427+00:00,2016-10-16T14:27:33.916415+00:00,ending,6,BV01528
2016-10-16T13:59:21.378151+00:00,2016-10-16T15:00:07.625353+00:00,starting,14,V1060
2016-10-16T14:04:15.486231+00:00,2016-10-16T14:59:46.155667+00:00,ending,19,BV05584
2016-10-16T14:04:53.248227+00:00,2016-10-16T14:20:00+00:00,ending,3,V1080
2016-10-16T14:16:06.289410+00:00,2016-10-16T14:44:52.201823+00:00,starting,6,1459
2016-10-16T15:07:42.195873+00:00,2016-10-16T16:05:56.602513+00:00,starting,12,1010
2016-10-16T15:25:40.046181+00:00,2016-10-16T16:14:20.107411+00:00,starting,12,BV01528
2016-10-16T15:26:03.741791+00:00,2016-10-16T15:46:53.755612+00:00,ending,5,BV05874
2016-10-16T16:05:10.546815+00:00,2016-10-16T16:38:31.409162+00:00,starting,7,V1017
2016-10-16T16:17:16.765191+00:00,2016-10-16T16:31:27.618634+00:00,ending,2,BV05584
2016-10-16T16:17:16.765191+00:00,2016-10-16T16:31:27.618634+00:00,starting,2,BV05584
2016-10-16T16:24:00.509102+00:00,2016-10-16T16:58:18.370746+00:00,starting,7,BV05874
2016-10-16T16:31:15.822664+00:00,2016-10-16T17:03:09.843489+00:00,ending,10,V0667
2016-10-16T16:45:40.080309+00:00,2016-10-16T17:18:22.141068+00:00,starting,8,V1080
2016-10-16T16:45:50.937663+00:00,2016-10-16T18:03:59.468133+00:00,ending,14,UV02580
2016-10-16T16:48:22.288710+00:00,2016-10-16T17:20:09.704527+00:00,starting,8,BV05584
2016-10-16T17:16:39.505283+00:00,2016-10-16T18:09:07.407875+00:00,starting,18,BV05565
2016-10-16T17:29:43.133326+00:00,2016-10-16T17:51:49.587472+00:00,ending,4,V0750
2016-10-16T18:04:22.703346+00:00,2016-10-16T18:33:23.601442+00:00,ending,6,BV05753
2016-10-16T18:20:16.261007+00:00,2016-10-16T18:34:19.317044+00:00,ending,2,V0261
2016-10-16T18:25:15.246786+00:00,2016-10-16T18:57:05.927962+00:00,ending,17,BV02535
2016-10-16T18:31:23.628658+00:00,2016-10-16T19:04:49.419474+00:00,starting,13,V0667
2016-10-16T19:08:18.448957+00:00,2016-10-16T19:22:30.751549+00:00,starting,4,V0261
2016-10-16T20:25:36.519921+00:00,2016-10-16T20:34:35.032949+00:00,starting,2,V0750
2016-10-16T20:49:16.977111+00:00,2016-10-16T21:03:19.280853+00:00,starting,5,UV02580
2016-10-16T21:28:51.662510+00:00,2016-10-16T21:45:55.791858+00:00,starting,6,BV02535
2016-10-16T22:15:12.087869+00:00,2016-10-16T22:34:11.905618+00:00,starting,6,BV05753
2016-10-16T22:30:34.618216+00:00,2016-10-16T22:52:03.331216+00:00,ending,5,1340
2016-10-17T03:39:58.144565+00:00,2016-10-17T03:53:23.732658+00:00,starting,4,1340
2016-10-17T04:20:17.253774+00:00,2016-10-17T04:37:14.073573+00:00,ending,12,V0149
2016-10-17T05:15:57.668293+00:00,2016-10-17T05:39:55.388696+00:00,starting,7,V0149
2016-10-17T05:56:13.399520+00:00,2016-10-17T06:20:10.219591+00:00,ending,4,C1826
2016-10-17T06:09:16.779086+00:00,2016-10-17T07:03:36.398426+00:00,ending,7,BC02326
2016-10-17T06:10:29.793595+00:00,2016-10-17T06:22:44.063893+00:00,ending,2,V1161
2016-10-17T06:26:24.724007+00:00,2016-10-17T07:03:25.719069+00:00,starting,8,C1826
2016-10-17T06:57:56.078385+00:00,2016-10-17T07:43:03.573720+00:00,starting,10,V1161
2016-10-17T07:13:30.168391+00:00,2016-10-17T07:36:38.944080+00:00,starting,6,BC02326
2016-10-17T07:55:50.931279+00:00,2016-10-17T08:19:01.343780+00:00,ending,4,V0812
2016-10-17T08:33:14.095115+00:00,2016-10-17T08:59:17.708545+00:00,starting,4,V0812
2016-10-17T09:34:58.776518+00:00,2016-10-17T10:09:30.474750+00:00,ending,15,C1678
2016-10-17T10:08:54.865513+00:00,2016-10-17T10:24:02.900298+00:00,ending,4,V0812
2016-10-17T11:04:59.753091+00:00,2016-10-17T11:36:58.887436+00:00,starting,13,V0812
2016-10-17T11:40:17.509939+00:00,2016-10-17T12:14:12.542566+00:00,starting,10,C1678
2016-10-17T12:11:56.756558+00:00,2016-10-17T12:29:18.844534+00:00,ending,4,916
2016-10-17T12:58:37.133005+00:00,2016-10-17T13:40:12.332957+00:00,starting,10,916
2016-10-17T16:13:34.453918+00:00,2016-10-17T16:51:34.736798+00:00,ending,9,V0306
2016-10-17T16:55:56.860048+00:00,2016-10-17T17:07:19.596028+00:00,starting,1,V0306
2016-10-17T17:24:41.590756+00:00,2016-10-17T17:50:42.586368+00:00,ending,5,1100
2016-10-17T17:26:08.717576+00:00,2016-10-17T17:55:24.847431+00:00,ending,7,C1707
2016-10-17T17:33:13.430435+00:00,2016-10-17T18:14:18.110226+00:00,ending,8,V0258
2016-10-17T17:39:20.986691+00:00,2016-10-17T18:15:48.569426+00:00,ending,11,V0696
2016-10-17T17:49:21.518405+00:00,2016-10-17T18:24:23.491413+00:00,ending,7,V0039
2016-10-17T20:19:05.409457+00:00,2016-10-17T20:47:43.357306+00:00,starting,18,1100
2016-10-17T21:15:01.560055+00:00,2016-10-17T21:37:04.514387+00:00,ending,0,1166
2016-10-18T04:06:53.476134+00:00,2016-10-18T04:25:48.528270+00:00,starting,7,1166
2016-10-18T04:24:17.315056+00:00,2016-10-18T04:51:38.582193+00:00,starting,15,V0696
2016-10-18T05:10:43.310156+00:00,2016-10-18T05:33:18.977752+00:00,starting,6,V0258
2016-10-18T05:36:53.722116+00:00,2016-10-18T05:57:15.714174+00:00,starting,3,C1707
2016-10-18T06:05:59.797754+00:00,2016-10-18T06:51:44.676015+00:00,ending,8,BV02820
2016-10-18T06:20:19.050154+00:00,2016-10-18T06:54:43.323807+00:00,ending,5,BV05819
2016-10-18T06:24:38.985389+00:00,2016-10-18T07:01:01.489829+00:00,ending,7,BV05813
2016-10-18T06:30:41.628719+00:00,2016-10-18T07:35:13.310706+00:00,ending,12,BV05062
2016-10-18T06:51:30.597276+00:00,2016-10-18T07:01:39.806746+00:00,ending,2,C1781
2016-10-18T06:53:33.249785+00:00,2016-10-18T07:40:33.459175+00:00,ending,15,BC02192
2016-10-18T07:02:56.558930+00:00,2016-10-18T07:44:57.226861+00:00,starting,7,BV05819
2016-10-18T07:07:19.835904+00:00,2016-10-18T07:33:29.564450+00:00,starting,6,BV02820
2016-10-18T07:07:49.165645+00:00,2016-10-18T07:25:44.850619+00:00,ending,5,C1788
2016-10-18T07:37:40.934633+00:00,2016-10-18T08:28:43.833055+00:00,ending,9,BV05062
2016-10-18T07:37:40.934633+00:00,2016-10-18T08:28:43.833055+00:00,starting,9,BV05062
2016-10-18T08:41:27.971497+00:00,2016-10-18T08:56:15.047792+00:00,starting,4,BV05813
2016-10-18T09:26:17.086708+00:00,2016-10-18T09:47:53.496775+00:00,starting,5,C1788
2016-10-18T09:29:46.929650+00:00,2016-10-18T11:57:26.466235+00:00,starting,32,BV05062
2016-10-18T09:31:40.737115+00:00,2016-10-18T10:21:06.335987+00:00,ending,14,BV01430
2016-10-18T09:33:04.564458+00:00,2016-10-18T11:08:10.915870+00:00,ending,38,C1781
2016-10-18T09:33:04.564458+00:00,2016-10-18T11:08:10.915870+00:00,starting,38,C1781
2016-10-18T10:00:50.711917+00:00,2016-10-18T10:21:58.643955+00:00,starting,4,BC02192
2016-10-18T10:15:24.308032+00:00,2016-10-18T10:42:10.692035+00:00,ending,10,BV01409
2016-10-18T10:29:42.218704+00:00,2016-10-18T11:01:21.376712+00:00,ending,15,1012
2016-10-18T11:54:29.406289+00:00,2016-10-18T12:20:20.423583+00:00,starting,4,C1781
2016-10-18T11:58:10.531361+00:00,2016-10-18T12:27:31.330934+00:00,ending,5,C1799
2016-10-18T12:00:55.531548+00:00,2016-10-18T12:32:51.404550+00:00,ending,8,V0346
2016-10-18T12:48:56.752454+00:00,2016-10-18T13:22:19.648827+00:00,starting,17,BV01430
2016-10-18T12:51:10.578055+00:00,2016-10-18T13:37:15.955483+00:00,ending,10,BV02529
2016-10-18T13:16:39.428455+00:00,2016-10-18T13:46:39.879747+00:00,starting,7,BV01409
2016-10-18T13:18:40.651277+00:00,2016-10-18T14:48:49.523224+00:00,starting,9,1012
2016-10-18T13:28:43.783414+00:00,2016-10-18T13:57:23.281874+00:00,ending,7,376
2016-10-18T13:40:18.904235+00:00,2016-10-18T14:22:04.077231+00:00,starting,23,BV02529
2016-10-18T14:06:34.829026+00:00,2016-10-18T15:11:27.724719+00:00,ending,16,V0061
2016-10-18T14:23:16.589288+00:00,2016-10-18T14:57:03.435823+00:00,ending,7,658
